Ano;País de Destino;Categoria de Carne;Faturamento (US$);Volume (Kg)
2024;Panamá;Carne Suína;31153;7721
2024;Geórgia;Carne de Aves;31047;17730
2024;Guiné Equatorial;Carne de Aves;30888;27800
2024;Antígua e Barbuda;Carne de Aves;30436;27400
2024;Emirados Árabes Unidos;Carne de Aves;30065;20898
2024;República Centro-Africana;Carne de Aves;29705;28005
2024;Togo;Carne de Aves;29577;27100
2024;Maldivas;Carne de Aves;29166;11940
2024;Comores;Carne de Aves;29107;27510
2024;Camarões;Carne de Aves;28990;28000
2024;Maldivas;Carne de Aves;28400;14625
2024;Barein;Carne de Aves;28210;12000
2024;Libéria;Carne de Aves;28160;52430
2024;Guiné-Bissau;Carne de Aves;27949;12000
2024;África do Sul;Carne de Aves;27846;86250
2024;Suíça;Carne Suína;27575;22548
2024;Angola;Carne de Aves;27437;3282
2024;Cuba;Carne de Aves;27372;27510
2024;Hong Kong;Outras Carnes e Miudezas;27160;13509
2024;Butão;Carne de Aves;27071;16631
2024;Jordânia;Carne de Aves;26841;55900
2024;Libéria;Carne de Aves;26427;44432
2024;Arábia Saudita;Carne de Aves;25995;71400
2024;Bahamas;Carne de Aves;25763;22970
2024;República Centro-Africana;Carne de Aves;25626;55720
2024;Turquia;Carne de Aves;24907;10995
2024;Haiti;Carne de Aves;24642;11895
2024;China;Carne Bovina;24001;3450
2024;Sint Maarten;Carne de Aves;23967;6496
2024;Filipinas;Carne de Aves;23550;2184
2024;Guiné Equatorial;Carne de Aves;23450;27000
2024;Gana;Carne de Aves;23450;27000
2024;Haiti;Carne de Aves;22758;55600
2024;Guiné Equatorial;Carne de Aves;22578;13750
2024;China;Outras Carnes e Miudezas;22400;3409
2024;Senegal;Carne Suína;21998;9918
2024;Montserrat;Carne de Aves;21931;13725
2024;Marshall, Ilhas;Carne de Aves;21557;7953
2024;Togo;Carne de Aves;21533;9528
2024;Iraque;Carne de Aves;20476;19190
2024;Angola;Carne de Aves;20132;4910
2024;Guiné-Bissau;Carne de Aves;19412;27750
2024;Djibuti;Carne de Aves;19385;11536
2024;África do Sul;Outras Carnes e Miudezas;19102;24330
2024;Vanuatu;Carne de Aves;18997;9000
2024;Timor Leste;Carne de Aves;18913;9120
2024;Emirados Árabes Unidos;Carne de Aves;18741;36300
2024;Montserrat;Carne de Aves;18716;12135
2024;Togo;Carne de Aves;18596;22140
2024;Moçambique;Outras Carnes e Miudezas;18390;29230
2024;Chade;Carne de Aves;18332;7980
2024;Libéria;Carne de Aves;18017;11239
2024;Guiné-Bissau;Carne de Aves;17614;8657
2024;Santa Lúcia;Carne de Aves;17353;9450
2024;Catar;Carne de Aves;17192;25812
2024;Bonaire, Saint Eustatius e Saba;Carne de Aves;16330;8000
2024;Coveite (Kuweit);Carne de Aves;16318;11592
2024;Libéria;Carne de Aves;16138;38383
2024;Omã;Carne de Aves;15813;11088
2024;Sudão do Sul;Carne de Aves;15311;12370
2024;Congo;Carne de Aves;15237;27800
2024;Guiné-Bissau;Carne de Aves;15131;15642
2024;Panamá;Carne de Aves;15077;6410
2024;Filipinas;Carne de Aves;15009;4072
2024;Bermudas;Carne de Aves;14973;8582
2024;Marshall, Ilhas;Carne de Aves;14969;6774
2024;México;Outras Carnes e Miudezas;14537;26910
2024;Chade;Carne de Aves;14409;17790
2024;Vanuatu;Carne de Aves;14257;11150
2024;Cayman, Ilhas;Carne de Aves;14086;5448
2024;China;Carne de Aves;14068;4927
2024;Singapura;Carne Bovina;13907;1806
2024;Libéria;Outras Carnes e Miudezas;13783;59559
2024;Suíça;Outras Carnes e Miudezas;13694;23308
2024;Bonaire, Saint Eustatius e Saba;Carne de Aves;13671;4710
2024;Guiné Equatorial;Carne de Aves;13451;27420
2024;Cabo Verde;Carne de Aves;13100;27800
2024;Chade;Carne Suína;13096;10987
2024;Bonaire, Saint Eustatius e Saba;Carne de Aves;12962;13470
2024;Togo;Carne de Aves;12931;10970
2024;Jordânia;Carne de Aves;12861;28110
2024;Bahamas;Carne Bovina;12848;1839
2024;Turcas e Caicos, Ilhas;Carne de Aves;12721;9000
2024;Singapura;Outras Carnes e Miudezas;12559;37620
2024;Malásia;Outras Carnes e Miudezas;12451;7890
2024;São Cristóvão e Névis;Carne de Aves;12293;7500
2024;Uzbequistão;Carne de Aves;12139;11175
2024;Panamá;Carne de Aves;11991;5479
2024;Tanzânia;Carne de Aves;11962;8350
2024;Samoa;Carne de Aves;11729;26985
2024;Iraque;Carne de Aves;11644;28200
2024;Cuba;Carne de Aves;11510;4657
2024;China;Outras Carnes e Miudezas;11387;2161
2024;Guiné;Carne Bovina;11321;3296
2024;Jordânia;Carne de Aves;11283;14202
2024;Chile;Carne de Aves;11211;8227
2024;Sudão;Carne de Aves;11085;9990
2024;Sint Maarten;Carne de Aves;10557;1260
2024;Sint Maarten;Outras Carnes e Miudezas;10462;12740
2024;Bonaire, Saint Eustatius e Saba;Carne de Aves;10357;5100
2024;México;Carne de Aves;10346;1114
2024;Curaçao;Carne de Aves;9932;4870
2024;Guiné-Bissau;Carne de Aves;9722;6000
2024;Libéria;Carne Bovina;9687;1158
2024;Seicheles;Carne de Aves;9606;4995
2024;Libéria;Carne de Aves;9586;4241
2024;Comores;Carne de Aves;9535;23968
2024;Anguilla;Carne de Aves;9365;5550
2024;Granada;Outras Carnes e Miudezas;9327;12725
2024;Chade;Carne de Aves;9294;5980
2024;Gabão;Carne de Aves;9274;8685
2024;Maldivas;Carne Suína;9231;4980
2024;Panamá;Outras Carnes e Miudezas;9214;1011
2024;Malta;Carne Suína;8906;2104
2024;Suriname;Carne de Aves;8823;4655
2024;Antígua e Barbuda;Carne de Aves;8778;5621
2024;Benin;Carne de Aves;8749;5160
2024;Cuba;Carne Suína;8591;4990
2024;Moçambique;Carne de Aves;8527;27000
2024;Guiné Equatorial;Carne Suína;8518;8720
2024;Omã;Carne de Aves;8372;11088
2024;Japão;Outras Carnes e Miudezas;8122;26920
2024;Níger;Carne de Aves;8075;5400
2024;Suriname;Carne de Aves;7880;6360
2024;Haiti;Outras Carnes e Miudezas;7851;26964
2024;Dominica;Carne de Aves;7630;4800
2024;Bermudas;Carne de Aves;7451;6000
2024;Suriname;Carne de Aves;7380;6000
2024;Catar;Carne de Aves;7336;5940
2024;Coveite (Kuweit);Carne de Aves;7176;1056
2024;Países Baixos (Holanda);Carne de Aves;7103;5497
2024;Marshall, Ilhas;Carne Suína;7032;1934
2024;Marshall, Ilhas;Outras Carnes e Miudezas;6928;675
2024;Dominica;Carne de Aves;6858;2445
2024;Libéria;Carne de Aves;6838;5639
2024;Suriname;Carne de Aves;6765;7995
2024;Peru;Carne de Aves;6647;3746
2024;Bahamas;Carne Suína;6457;5553
2024;Curaçao;Carne de Aves;6437;3900
2024;Libéria;Outras Carnes e Miudezas;6347;1049
2024;Samoa Americana;Carne de Aves;6152;40400
2024;Santa Lúcia;Carne de Aves;6109;6000
2024;Costa do Marfim;Carne de Aves;6054;3310
2024;Alemanha;Carne Suína;5901;823
2024;Bermudas;Carne de Aves;5796;2992
2024;Libéria;Outras Carnes e Miudezas;5751;1397
2024;Panamá;Carne Bovina;5699;1260
2024;Cabo Verde;Carne de Aves;5688;3000
2024;Panamá;Carne Suína;5673;1462
2024;Emirados Árabes Unidos;Outras Carnes e Miudezas;5666;3940
2024;Libéria;Outras Carnes e Miudezas;5640;848
2024;Sudão;Carne de Aves;5610;2992
2024;Marshall, Ilhas;Outras Carnes e Miudezas;5581;1007
2024;Marshall, Ilhas;Carne Bovina;5436;1097
2024;Turquia;Carne de Aves;5429;3990
2024;Coveite (Kuweit);Carne de Aves;5389;948
2024;Maldivas;Carne de Aves;5311;4860
2024;Sudão;Carne de Aves;5250;2244
2024;Panamá;Carne Suína;5135;900
2024;Alemanha;Carne Bovina;5054;387
2024;Chade;Carne de Aves;5043;6995
2024;Libéria;Carne Suína;5030;800
2024;Singapura;Outras Carnes e Miudezas;4972;441
2024;Aruba;Carne de Aves;4823;5970
2024;Suriname;Carne de Aves;4766;8490
2024;Haiti;Carne Suína;4746;4700
2024;Libéria;Outras Carnes e Miudezas;4726;425
2024;Malta;Carne Bovina;4497;701
2024;São Tomé e Príncipe;Carne de Aves;4481;3000
2024;Granada;Carne de Aves;4474;5340
2024;Reino Unido;Carne Suína;4405;904
2024;Libéria;Carne Bovina;4369;978
2024;Maurício;Carne de Aves;4348;3180
2024;Marshall, Ilhas;Carne Suína;4299;736
2024;Curaçao;Carne de Aves;4241;5985
2024;Santa Lúcia;Carne de Aves;4196;2595
2024;China;Carne Bovina;4153;820
2024;Marshall, Ilhas;Outras Carnes e Miudezas;4112;637
2024;Libéria;Carne de Aves;4057;2060
2024;Chipre;Carne Suína;4036;897
2024;Seicheles;Carne de Aves;4007;1960
2024;Bahamas;Carne de Aves;3974;1801
2024;Singapura;Carne de Aves;3928;1719
2024;Panamá;Outras Carnes e Miudezas;3889;705
2024;Noruega;Carne Suína;3720;981
2024;Turquia;Carne Bovina;3707;462
2024;Marshall, Ilhas;Outras Carnes e Miudezas;3699;460
2024;Guiné;Carne de Aves;3671;6692
2024;Panamá;Outras Carnes e Miudezas;3663;461
2024;Suíça;Carne Bovina;3647;385
2024;Filipinas;Carne de Aves;3636;996
2024;Cayman, Ilhas;Carne de Aves;3619;1598
2024;Emirados Árabes Unidos;Carne de Aves;3494;1962
2024;Noruega;Carne Bovina;3450;540
2024;Turquia;Outras Carnes e Miudezas;3427;404
2024;Panamá;Outras Carnes e Miudezas;3359;497
2024;Marshall, Ilhas;Carne Bovina;3341;464
2024;Panamá;Outras Carnes e Miudezas;3331;902
2024;Chipre;Carne Bovina;3184;523
2024;Panamá;Carne Bovina;3173;463
2024;Libéria;Carne de Aves;3147;3490
2024;Sudão;Carne de Aves;3127;2700
2024;Malta;Carne de Aves;3081;1178
2024;Guiné-Bissau;Carne de Aves;3072;9000
2024;Libéria;Carne Suína;3040;814
2024;Marshall, Ilhas;Outras Carnes e Miudezas;2989;882
2024;Libéria;Carne de Aves;2866;1080
2024;Sudão;Carne de Aves;2754;2430
2024;Togo;Carne de Aves;2567;1710
2024;Libéria;Outras Carnes e Miudezas;2487;271
2024;Israel;Outras Carnes e Miudezas;2478;1017
2024;Cuba;Carne de Aves;2470;876
2024;Bulgária;Carne Suína;2432;427
2024;Barbados;Carne Bovina;2414;253
2024;Montserrat;Carne de Aves;2389;2055
2024;Panamá;Outras Carnes e Miudezas;2353;156
2024;Benin;Carne de Aves;2253;1500
2024;Marshall, Ilhas;Carne Suína;2240;896
2024;Dominica;Outras Carnes e Miudezas;2235;3190
2024;Malta;Carne de Aves;2199;1022
2024;Alemanha;Carne Bovina;2196;230
2024;Japão;Carne de Aves;2181;2010
2024;Grécia;Carne Suína;2155;432
2024;Panamá;Carne Suína;2131;976
2024;Cuba;Carne de Aves;2079;1140
2024;Marshall, Ilhas;Carne de Aves;2019;747
2024;Gâmbia;Carne de Aves;2008;1080
2024;Libéria;Carne de Aves;1973;879
2024;China;Outras Carnes e Miudezas;1943;209
2024;Singapura;Outras Carnes e Miudezas;1926;345
2024;Hong Kong;Outras Carnes e Miudezas;1894;185
2024;Panamá;Carne de Aves;1723;730
2024;Marshall, Ilhas;Outras Carnes e Miudezas;1702;151
2024;Hong Kong;Outras Carnes e Miudezas;1694;286
2024;Singapura;Outras Carnes e Miudezas;1691;209
2024;Bahamas;Outras Carnes e Miudezas;1685;252
2024;Singapura;Outras Carnes e Miudezas;1669;323
2024;Libéria;Carne Suína;1668;286
2024;Marshall, Ilhas;Carne Suína;1661;532
2024;China;Outras Carnes e Miudezas;1651;126
2024;China;Carne de Aves;1618;546
2024;Alemanha;Carne de Aves;1576;595
2024;Barbados;Carne Suína;1543;381
2024;China;Carne Suína;1517;690
2024;Noruega;Carne de Aves;1502;726
2024;Coveite (Kuweit);Carne de Aves;1477;882
2024;Libéria;Outras Carnes e Miudezas;1456;309
2024;Bahamas;Outras Carnes e Miudezas;1371;162
2024;Chipre;Carne de Aves;1344;647
2024;Libéria;Carne Bovina;1333;175
2024;Malta;Outras Carnes e Miudezas;1330;358
2024;Marshall, Ilhas;Carne de Aves;1303;502
2024;Hong Kong;Carne Bovina;1284;265
2024;Grécia;Carne de Aves;1279;318
2024;Hong Kong;Outras Carnes e Miudezas;1258;154
2024;Libéria;Carne Suína;1255;332
2024;Libéria;Outras Carnes e Miudezas;1243;352
2024;Marshall, Ilhas;Outras Carnes e Miudezas;1233;78
2024;Singapura;Carne Bovina;1230;206
2024;Singapura;Carne Bovina;1209;261
2024;Bulgária;Carne Bovina;1207;94
2024;Libéria;Outras Carnes e Miudezas;1177;197
2024;Turcas e Caicos, Ilhas;Carne de Aves;1172;800
2024;Bahamas;Carne Bovina;1149;150
2024;China;Outras Carnes e Miudezas;1147;330
2024;Bahamas;Carne Suína;1147;228
2024;Chipre;Carne de Aves;1139;513
2024;Malta;Carne Suína;1139;275
2024;Chipre;Carne de Aves;1117;324
2024;Singapura;Outras Carnes e Miudezas;1114;87
2024;Libéria;Carne de Aves;1106;137
2024;Marshall, Ilhas;Outras Carnes e Miudezas;1090;299
2024;Gana;Carne de Aves;1087;600
2024;Marshall, Ilhas;Carne de Aves;1087;496
2024;Libéria;Carne de Aves;1087;310
2024;Emirados Árabes Unidos;Carne de Aves;1066;700
2024;Antígua e Barbuda;Carne Suína;1058;278
2024;Bahamas;Outras Carnes e Miudezas;1051;182
2024;Chipre;Carne Suína;1048;187
2024;Libéria;Outras Carnes e Miudezas;1048;66
2024;Bahamas;Carne de Aves;1043;384
2024;Bahamas;Carne Bovina;1041;243
2024;Grécia;Carne Bovina;1036;130
2024;Hong Kong;Carne Bovina;1027;113
2024;China;Outras Carnes e Miudezas;1011;356
2024;Bahamas;Outras Carnes e Miudezas;1011;291
2024;Antígua e Barbuda;Carne de Aves;997;1200
2024;Sint Maarten;Carne de Aves;997;1080
2024;Dinamarca;Carne Bovina;982;105
2024;Panamá;Carne Suína;965;295
2024;Portugal;Carne Suína;964;188
2024;Hong Kong;Outras Carnes e Miudezas;963;405
2024;Hong Kong;Outras Carnes e Miudezas;958;128
2024;Bulgária;Outras Carnes e Miudezas;956;68
2024;Bahamas;Outras Carnes e Miudezas;937;53
2024;Grécia;Carne Bovina;923;108
2024;Singapura;Carne de Aves;918;1854
2024;Cook, Ilhas;Carne de Aves;895;388
2024;Malta;Carne Bovina;893;176
2024;Panamá;Carne de Aves;890;450
2024;Reino Unido;Carne de Aves;880;313
2024;Panamá;Carne de Aves;857;248
2024;Barbados;Carne de Aves;854;363
2024;Barbados;Carne de Aves;841;313
2024;Panamá;Outras Carnes e Miudezas;839;411
2024;Libéria;Outras Carnes e Miudezas;832;192
2024;Marshall, Ilhas;Carne de Aves;800;86
2024;Malta;Outras Carnes e Miudezas;786;116
2024;Grécia;Carne Suína;784;148
2024;Singapura;Outras Carnes e Miudezas;782;239
2024;Emirados Árabes Unidos;Carne de Aves;781;340
2024;China;Outras Carnes e Miudezas;779;370
2024;Panamá;Carne de Aves;772;301
2024;Chipre;Carne Suína;756;188
2024;Panamá;Outras Carnes e Miudezas;751;262
2024;Panamá;Carne de Aves;750;115
2024;China;Outras Carnes e Miudezas;729;150
2024;Panamá;Outras Carnes e Miudezas;723;347
2024;Noruega;Outras Carnes e Miudezas;711;55
2024;Cook, Ilhas;Outras Carnes e Miudezas;707;56
2024;Emirados Árabes Unidos;Outras Carnes e Miudezas;698;61
2024;Panamá;Outras Carnes e Miudezas;693;162
2024;Reino Unido;Carne Bovina;690;84
2024;Polônia;Carne Suína;671;125
2024;Singapura;Carne Suína;670;144
2024;Alemanha;Outras Carnes e Miudezas;661;80
2024;Hong Kong;Carne de Aves;657;315
2024;Ilha de Man;Carne Bovina;656;110
2024;Reino Unido;Outras Carnes e Miudezas;651;79
2024;Noruega;Carne de Aves;644;270
2024;Bahamas;Carne Suína;637;132
2024;Hong Kong;Carne Suína;618;163
2024;Singapura;Outras Carnes e Miudezas;611;36
2024;Hong Kong;Carne Suína;610;62
2024;Serra Leoa;Carne Suína;605;3230
2024;Panamá;Carne de Aves;597;66
2024;Singapura;Carne de Aves;595;700
2024;Grécia;Outras Carnes e Miudezas;595;92
2024;Costa do Marfim;Carne de Aves;594;990
2024;Bahamas;Outras Carnes e Miudezas;594;50
2024;Sudão;Carne de Aves;585;696
2024;Portugal;Carne Bovina;585;63
2024;Bulgária;Carne de Aves;584;165
2024;Barbados;Carne Suína;584;108
2024;Malta;Outras Carnes e Miudezas;583;59
2024;Ilha de Man;Carne Suína;578;150
2024;Marshall, Ilhas;Outras Carnes e Miudezas;572;134
2024;Marshall, Ilhas;Outras Carnes e Miudezas;570;172
2024;Bahamas;Outras Carnes e Miudezas;561;71
2024;Marshall, Ilhas;Outras Carnes e Miudezas;559;224
2024;Panamá;Carne Suína;545;180
2024;Noruega;Outras Carnes e Miudezas;543;107
2024;Grécia;Outras Carnes e Miudezas;542;59
2024;Alemanha;Outras Carnes e Miudezas;537;102
2024;Barbados;Outras Carnes e Miudezas;537;46
2024;Hong Kong;Outras Carnes e Miudezas;534;45
2024;Marshall, Ilhas;Carne de Aves;532;140
2024;China;Carne Bovina;531;56
2024;Noruega;Outras Carnes e Miudezas;527;70
2024;Polônia;Carne Bovina;525;70
2024;Polônia;Carne de Aves;515;120
2024;Singapura;Carne Suína;508;180
2024;Hong Kong;Outras Carnes e Miudezas;480;121
2024;Marshall, Ilhas;Carne de Aves;479;71
2024;Grécia;Carne de Aves;478;160
2024;Marshall, Ilhas;Carne de Aves;475;299
2024;Singapura;Carne de Aves;467;110
2024;Alemanha;Outras Carnes e Miudezas;467;36
2024;Gibraltar;Carne Bovina;465;75
2024;Malta;Carne de Aves;464;180
2024;Índia;Carne de Aves;457;205
2024;Bahamas;Carne de Aves;457;58
2024;Hong Kong;Carne Bovina;454;52
2024;Singapura;Carne Suína;449;80
2024;Marshall, Ilhas;Carne Bovina;444;62
2024;Bahamas;Carne Suína;440;174
2024;Bulgária;Outras Carnes e Miudezas;439;31
2024;Catar;Carne de Aves;436;300
2024;Gibraltar;Carne Suína;433;145
2024;Portugal;Carne de Aves;433;116
2024;Suíça;Outras Carnes e Miudezas;433;29
2024;Alemanha;Outras Carnes e Miudezas;430;111
2024;Filipinas;Carne Bovina;430;60
2024;Antígua e Barbuda;Carne de Aves;419;992
2024;Malta;Outras Carnes e Miudezas;414;69
2024;Hong Kong;Carne Suína;406;44
2024;Panamá;Carne de Aves;402;220
2024;Ilha de Man;Carne Suína;402;120
2024;Coreia do Sul;Outras Carnes e Miudezas;396;150
2024;Índia;Outras Carnes e Miudezas;394;35
2024;Malta;Carne de Aves;388;210
2024;Grécia;Carne Bovina;388;88
2024;Turquia;Carne de Aves;386;136
2024;Coreia do Sul;Carne Bovina;384;45
2024;Marshall, Ilhas;Carne de Aves;377;145
2024;Noruega;Carne Suína;375;100
2024;Suíça;Carne Bovina;374;50
2024;Noruega;Outras Carnes e Miudezas;370;102
2024;Malta;Carne Bovina;365;45
2024;Antígua e Barbuda;Outras Carnes e Miudezas;365;28
2024;Ilha de Man;Carne de Aves;361;200
2024;Suíça;Carne Suína;361;46
2024;Alemanha;Outras Carnes e Miudezas;361;22
2024;Alemanha;Carne Suína;359;38
2024;Marshall, Ilhas;Carne de Aves;358;163
2024;Suíça;Outras Carnes e Miudezas;358;57
2024;Noruega;Carne Suína;357;75
2024;Marshall, Ilhas;Outras Carnes e Miudezas;353;157
2024;Noruega;Outras Carnes e Miudezas;352;51
2024;Dinamarca;Carne Suína;349;80
2024;Ilha de Man;Carne de Aves;344;80
2024;Índia;Carne de Aves;341;150
2024;Hong Kong;Carne Suína;334;170
2024;Ilha de Man;Carne Suína;329;60
2024;Panamá;Outras Carnes e Miudezas;324;125
2024;Barbados;Outras Carnes e Miudezas;321;57
2024;Congo, República Democrática;Carne de Aves;317;2400
2024;Barbados;Outras Carnes e Miudezas;317;74
2024;Chipre;Carne Suína;314;84
2024;China;Carne de Aves;308;210
2024;Bahamas;Carne de Aves;307;120
2024;Alemanha;Outras Carnes e Miudezas;300;40
2024;Suíça;Carne Bovina;298;54
2024;Chipre;Outras Carnes e Miudezas;297;44
2024;Suíça;Outras Carnes e Miudezas;295;42
2024;Singapura;Outras Carnes e Miudezas;293;30
2024;Sudão do Sul;Carne de Aves;290;3996
2024;Cayman, Ilhas;Carne Suína;289;32
2024;Malta;Carne Suína;286;124
2024;Panamá;Carne de Aves;284;130
2024;Grécia;Carne de Aves;284;90
2024;Bahamas;Outras Carnes e Miudezas;283;97
2024;Reino Unido;Outras Carnes e Miudezas;283;62
2024;Gibraltar;Carne de Aves;281;112
2024;Portugal;Carne Bovina;280;30
2024;Hong Kong;Outras Carnes e Miudezas;276;61
2024;Grécia;Carne Suína;275;60
2024;Malta;Outras Carnes e Miudezas;275;23
2024;Serra Leoa;Carne Bovina;274;100
2024;Panamá;Outras Carnes e Miudezas;271;100
2024;Suíça;Outras Carnes e Miudezas;270;76
2024;Grécia;Carne de Aves;264;81
2024;Malta;Carne Suína;261;31
2024;Estados Unidos;Outras Carnes e Miudezas;261;20
